KVA,Load_percent,Ia,Ib,Ic,In,UB_percent,Min_V,Max_dis,Load_peak,Ia_PEAK,Ib_PEAK,Ic_PEAK,UB_PEAK_percent,Min_V_peak,Copper_Loss,Core_Loss,Line_Loss,Copper_Loss_PEAK,Core_Loss_PEAK,Line_Loss_PEAK
160,30.27,95.02,61.13,53.7,37.08,35.83988563,209.57,559.37,34.93,112.97,64.69,64.57,39.91247987,207.01,105,187,1546,138,193,1996
160,46.17,115.32,104.87,100.05,13.26,8.031476393,224.38,227.97,46.17,115.32,104.87,100.05,8.031476393,224.38,323,187,715,323,187,715
160,34.75,101.09,89.31,50.58,44.54,37.03211885,212.28,538.35,34.75,101.09,89.31,50.58,37.03211885,212.28,149,187,1478,149,187,1478
160,9.63,35.65,15.48,15.6,19.98,60.2727409,218.22,929.63,17.46,60.32,30.21,30.52,49.49194548,208.48,12,187,249,43,187,926
160,25.15,70.37,37.19,66.79,31.43,36.00802983,226.64,213.98,27.43,79.2,39.43,71.51,37.78794572,226.52,84,187,235,100,193,271
160,16.52,58.85,20.29,35.39,33.47,54.15175063,221.32,729.77,22.55,72.62,32.81,50.93,39.33231005,217.99,32,187,289,63,187,534
160,36.93,32.44,118.25,105.44,78.87,62.00367001,223.86,258.88,38.93,26.78,128.4,114.89,70.25215685,223.26,166,187,411,181,193,479
250,10.33,47.07,36.64,28.16,16.38,26.22687047,229.73,185.95,12.28,58.81,40.42,33.75,32.67408633,229.44,19,259,29,26,268,38
250,18.78,89.63,63.69,40.4,42.25,38.80342763,225.16,927.1,21.64,108.98,68.81,45.57,46.37356734,223.84,55,259,687,74,259,958
250,31.56,145.16,100.23,96.69,46.17,27.30355472,216.14,1112.72,49.89,219.75,164.62,156.73,21.83515062,200.24,162,259,1134,443,268,4390
250,21.89,88.05,69.93,79.18,15.57,11.540732,221.08,789.66,26.32,109.08,80.61,95.54,15.21579077,217.67,73,259,642,110,259,1076
250,39.04,180.64,127.88,114.74,59.68,28.03477768,220.86,530.43,41.87,194.9,135.33,123.79,28.782873,219.43,280,259,1137,325,268,1374
250,52.44,221.79,158.54,188.48,53.07,16.97579156,209.87,471.18,55.3,232.8,165.36,201.71,17.30208212,210.32,456,259,2720,509,268,3170
50,76.2,97.27,31.97,35.86,63.14,76.7474258,218.74,583.74,78.67,98.04,34.72,37.68,72.56512556,217.65,326,79,405,361,79,475
160,15.45,42.44,37.28,27.39,13.16,23.28447391,217.75,623.19,16.79,51,40.24,25.12,35.23547611,214.2,27,187,238,31,193,355
160,12.03,44.66,15.19,23.49,26.09,60.76313895,219.81,919.74,13.6,49.47,16.31,28.46,57.48089983,219.28,20,187,274,26,193,344
100,42.49,67.62,63.81,52.67,13.25,14.17164584,225.15,507.85,50.95,77.43,74.23,69.16,6.041119464,224.82,160,130,203,235,134,294
100,40.35,68.17,81.47,25.22,50.4,56.73109917,222.15,499.6,41.79,68.37,88.66,24.05,60.15573227,220.56,135,130,433,142,134,497
100,30.67,52.97,46.48,33.43,17.1,24.52588802,220.95,429.47,30.71,49.9,48.18,34.95,21.18319176,223.05,94,130,269,102,134,232
160,56.88,165.51,135.26,93.9,61.28,28.62391365,193.29,974.5,58.94,156.02,152.31,100.61,26.19210642,190.93,389,187,2205,408,193,2494
160,30.19,61.91,57.77,79.69,19.68,19.91272508,222.08,1055.85,32.24,76.17,58.3,78.43,17.84875528,215.03,115,187,1146,144,193,1681
160,15.3,45.34,31.24,29.46,14.92,28.27235006,225.03,691.16,17,50.82,34.05,32.98,29.36784048,224.76,26,187,110,32,193,147
160,17.76,37,37.88,48.24,10.7,17.54385965,226.54,698.95,20.28,42.15,43.7,54.73,16.79470764,226.49,42,187,111,57,193,156
160,49.26,185.01,68.85,87.94,106.64,62.38443534,202.33,923.95,52.56,198.45,71.28,94.97,63.243762,200.39,268,187,2365,304,193,2836
250,23.65,123.9,62.23,70.18,57.4,45.0197027,222.24,406.94,26.65,142.63,70.45,75.76,48.14083922,221.05,111,259,656,145,268,844
50,6.79,12.5,0.75,0.75,11.74,167.8571429,239.29,468.61,11.11,17.54,2.69,2.69,129.5811518,238.79,3,79,17,8,79,27
50,19.36,17.72,11.5,10.7,6.64,33.16633267,238.65,834.52,31.72,34.24,15.59,15.6,56.99220541,233.96,22,79,59,64,79,171
160,13.96,57.35,15.47,23.97,38,77.75596653,220.75,363.5,14.91,59.66,18.18,25.52,73.16176471,220.28,20,187,303,23,193,339
160,8.31,31.62,15.82,10.13,19.28,64.77331944,229.44,182.65,13.3,41.77,28.58,21.79,35.99956588,229.01,11,187,18,30,193,42
160,4.66,16.61,13.79,0.34,15.02,96.68184776,241,530.32,4.66,16.61,13.79,0.34,96.68184776,241,3,187,19,3,187,19
160,9.43,19.17,23.16,23,3.92,11.96999847,229.79,236.36,10.94,21.76,28.29,25.78,13.91269946,229.74,12,187,17,16,193,21
160,50.5,132.86,112.58,104.89,25.23,13.77272857,215.25,680.32,50.5,132.86,112.58,104.89,13.77272857,215.25,319,187,1171,319,187,1171
160,4.15,18.29,7.69,2.8,13.71,90.65323141,228.77,225.1,7.08,29.52,13.18,6.34,80.58727569,227.47,2,187,15,7,193,40
160,33.67,62.54,89.39,81.54,23.58,19.63849745,224.39,457.29,35.19,64.83,95.8,83.41,20.30404852,224.3,165,187,357,183,193,393
160,40.14,124.97,89.44,63.99,52.24,34.66594828,217.76,748.02,40.14,124.97,89.44,63.99,34.66594828,217.76,209,187,1045,209,187,1045
160,12.27,19.49,42.01,23.54,20.63,48.20084666,217.9,983.49,12.8,20.21,43.75,24.75,47.95400744,217.51,20,187,262,21,193,306
160,22.17,74.09,31.84,47.73,36.36,44.65052714,213.49,852.36,22.85,71.44,37.12,49.84,35.3030303,215.13,62,187,714,66,193,775
100,2.94,8.72,0.61,3.41,7.13,105.3375196,229.57,157.07,3.67,10.08,1.64,4.18,90.18867925,229.37,1,130,5,1,134,7
160,6.56,23.81,17.41,4.23,17.19,72.07920792,225.32,536.18,7.8,26.94,20.61,6.53,63.77588757,224.15,6,187,83,8,187,125
160,16.15,49.67,30.19,32.04,18.43,33.16353887,220.49,903.46,16.15,49.67,30.19,32.04,33.16353887,220.49,30,187,252,30,187,252
160,55.01,127.68,117.39,118.38,9.68,5.390012381,216.15,980.52,61.47,141.9,135.74,128.57,5.046650747,214.8,405,187,2866,500,193,3578
250,45.75,158.43,206.28,131.41,61.75,24.73595098,206.76,1044.46,49.84,172.24,238.45,129.91,32.32519423,202.21,343,259,2768,401,268,3627
160,8.96,26.99,18.73,16.39,9.59,30.3654806,225.88,898.25,11.92,33.98,24.37,24.24,23.42898656,225.04,11,187,62,19,193,100
160,53.13,153.5,104.31,110.77,44.68,24.93895491,192.53,1072.34,53.13,153.5,104.31,110.77,24.93895491,192.53,338,187,3414,338,187,3414
160,32.18,89.27,46.07,87.8,41.85,38.0613068,217.75,571.63,32.85,89.73,48.03,90.02,36.74159276,218.41,137,187,745,144,193,765
160,20.23,65.42,25.55,49.26,34.78,45.3397989,222.15,486.59,18.1,70.01,28.6,26.84,67.42128338,223.54,49,187,375,37,193,268
160,41.92,109.99,93.78,86.96,20.63,13.49705913,216.81,438.82,41.14,108.15,92.02,85.12,13.72638368,216.81,202,187,1054,193,187,1036
160,16.16,23.34,20.75,67.89,45.9,81.88069298,197.37,887.74,17.77,26.05,23.68,73.46,78.89439078,196.48,34,187,1248,42,187,1447
250,13.43,49.71,60.61,35.11,22.12,27.57340301,216.63,1068.95,16.98,69.83,80.84,33.28,45.72438163,211.39,32,259,482,52,268,942
50,28.96,59.3,0.23,0.22,59.07,197.7405858,235.59,739.21,36.61,74.69,0.43,0.43,196.585043,234.64,46,79,129,73,82,189
100,27.55,86.98,31.91,0.48,75.55,118.5976376,207.84,1002.78,32.44,103.44,35.92,1.23,120.7269365,206.74,56,130,594,79,134,800
100,27.84,54.67,24.54,41.4,26.4,38.96028522,213.01,834.03,36.35,70.88,32.57,54.06,37.96584344,206.38,66,130,590,120,130,1092
160,6.83,15.75,18.77,12.85,5.12,18.87270424,226.47,421.2,6.83,15.75,18.77,12.85,18.87270424,226.47,7,187,66,7,187,66
250,24.81,106.22,71.97,90.61,29.44,19.67633929,212.5,857.91,26.72,110.17,81.52,97.84,15.53206922,211.32,96,259,1267,111,268,1495
250,33.23,160.68,86.11,113.45,62.84,33.8107928,210.71,678.7,33.23,160.68,86.11,113.45,33.8107928,210.71,180,259,1871,180,259,1871
250,29.91,165.64,63.93,79.16,94.01,60.9561753,208.06,913.11,29.91,165.64,63.93,79.16,60.9561753,208.06,195,259,1936,195,259,1936
250,44.22,182.7,160.72,113.28,61.08,25.58791329,224.91,1058.53,50.67,205.86,188.72,128.83,26.15922508,218.78,288,259,1654,390,259,2342
250,11.97,49.05,40.89,39.71,8.73,13.4978789,219.79,789.52,15.66,62.27,53.56,53.85,10.09547383,218.23,30,259,323,54,259,543
250,49.12,222.32,217.19,93.29,121.23,47.47184685,202.92,629.51,52.84,240.35,233.86,99.05,48.16488155,200.49,421,259,2830,488,268,3381
250,40.15,166.84,134.69,133.72,31.17,14.99597932,198.83,619,40.15,166.84,134.69,133.72,14.99597932,198.83,365,259,3291,365,259,3291
250,53.6,233.49,175.37,172.56,58.88,20.47573183,212.95,567.35,57.22,247.56,188.37,184.81,19.64429552,212.99,461,259,3029,524,268,3415
250,22.11,98.93,89.18,51.41,42.83,35.60871743,214.7,870.08,22.11,98.93,89.18,51.41,35.60871743,214.7,88,259,888,88,259,888
250,45.8,174.97,129.55,192.16,55.62,21.75042281,205.89,1097.77,46.63,168.93,132.36,204.44,21.4837957,201.18,362,259,3889,371,268,4276
250,34.24,200.51,68.84,101.88,117.96,62.03701209,219.44,445.71,35.34,207.25,71.22,104.66,62.28173205,219.22,220,259,1327,240,268,1430
50,102.5,83.84,81.36,56.89,25.55,23.1527759,219.44,638.14,137.88,112.46,104.09,82.27,17.40512683,217.47,461,79,567,472,82,1062
100,37.38,67.46,46.58,47.91,19.93,24.96449521,212.67,884.05,41.64,71.41,53.04,55.97,18.73960758,213.27,132,130,559,159,134,629
100,35.23,55.54,62.84,34.25,25.33,32.68033807,217.41,956.54,50.54,80.1,85.81,53.09,27.2739726,209.18,108,130,583,230,130,1252
100,11.32,17.47,15.22,16.34,1.98,6.893738527,229.57,226.82,12.97,21.12,16.38,18.68,12.78034888,229.44,12,130,20,16,134,24
100,44.14,78.58,66.72,36.86,36.76,39.29512516,225.49,818.29,46.73,81.18,69.7,41.95,34.73525904,223.86,160,130,657,179,134,798
100,22.27,44.51,17.73,34.23,23.31,44.86368819,227.64,447.54,22.38,42.71,18.92,35.31,41.44831855,228.89,56,130,57,58,134,49
100,38.41,62.41,67.6,36.4,28.56,34.37894357,218.38,815.96,40.74,70.25,68.84,37.42,36.40020395,214,155,130,348,173,134,480
100,53.88,84.99,103.79,44.73,51.03,42.53351034,213.55,1242.99,54.76,85.68,108.92,42.73,45.98660094,212.22,227,130,926,232,134,1032
100,46.57,64.19,78.36,59.26,17,16.48580348,217.77,1072.05,61.4,94.12,99.58,72.43,18.35193327,215.75,205,130,449,378,130,842
160,29.95,152.24,24.11,31.41,123.55,119.8305737,187.5,644.21,30.24,154.06,24.16,31.56,120.3165221,189.32,101,187,2804,101,193,2822
160,25.06,71.42,73.08,21,49.93,61.93353474,234.07,549.31,32.96,85.75,102.48,29.45,59.41289967,232.11,69,187,438,125,187,794
160,62.46,153.16,147.13,133.11,18.16,7.861098293,200.49,1061.42,65.25,156.22,151.4,145.13,3.834345665,197.54,449,187,3652,487,193,4054
250,24.2,90.45,113.39,58.37,47.36,33.21764998,225.37,277.42,27.08,106.82,121.63,65.03,33.52528281,225.35,94,259,313,117,268,394
250,21.48,113.57,72.69,46.44,58.41,46.41598625,224,236.3,23.58,122.74,79.7,53.06,44.11741683,223.43,62,259,311,75,268,379
250,17.77,77.22,62.76,52.5,21.18,20.3553616,218.44,965.83,22.37,103.57,70.32,68.48,28.19655898,216.79,55,259,827,87,268,1319
50,23.26,23.59,18.73,8.05,13.77,52.05479452,225.95,813.56,40.17,31.76,41.9,13.33,54.02919876,224.47,31,79,55,97,79,164
50,34.04,36.21,21.95,15.56,18.24,47.35485621,221.74,1148.47,38.21,32.87,28.01,21.86,20.73966642,219.86,57,79,181,77,82,240
50,45.71,46.46,34.62,17.92,24.7,45.6969697,221.14,992.13,45.85,43.6,38.06,17.64,46.70694864,221.72,114,79,208,112,79,211
50,39.21,21.1,43.95,19.87,23.42,55.26377767,222.97,665.8,50.09,27.56,55.53,25.42,53.52502074,221.13,80,79,204,130,79,323
250,21.82,86.23,71.61,78.51,12.64,9.452083774,227.75,393.28,23.74,91.5,81.89,83.85,6.709687451,227.5,84,259,221,97,268,257
250,15.96,97.61,53.96,21.31,66.23,69.38338732,228.23,148.14,18.13,106.6,67.11,22.71,65.3141228,228.26,35,259,66,44,259,76
250,12.78,63.51,37.57,37.38,25.91,37.60652896,220.46,754.66,13.26,63.97,39.67,39.96,33.64206128,220.57,32,259,517,42,268,506
50,41.35,44.71,28.67,16.19,24.69,49.74879982,223.72,735.13,75.92,75.19,49.03,40.26,37.14129377,217.32,91,79,144,329,79,513
50,9.65,5.83,5.78,9.29,3.47,33.3492823,228.78,1051.47,15.16,8.5,11.55,12.78,22.32713981,228.9,4,79,18,14,79,26
50,12.66,11.09,4.48,11.84,6.99,50.96680044,226.39,1116.45,14.33,12.2,6.14,12.69,40.63809217,226.52,7,79,27,8,79,29
250,22.82,127.04,67.01,53.27,67.08,54.09995148,219.34,307.39,24.09,130.4,74.35,56.3,49.85634936,218.37,99,259,621,107,259,734
250,16.63,74.02,70.84,35.33,36.64,41.17875576,224.82,487.9,16.63,74.02,70.84,35.33,41.17875576,224.82,45,259,231,45,259,231
250,33.75,149.62,142.07,56.74,83.97,51.14657176,220.92,549.65,35.96,157.4,154.35,59.53,51.89883646,219.65,193,259,2038,217,268,2303
250,24.88,96.98,86.3,86.28,10.55,7.931443834,220.15,451.02,26.68,107.24,89.53,92.3,11.29484208,219.16,103,259,364,119,268,437
250,11.33,41.98,36.53,44.16,6.8,10.66275373,229.7,269.6,11.37,41.88,36.13,45.14,11.98538368,229.65,27,259,7,28,268,9
250,2.74,16.35,6.68,6.68,9.67,65.0959273,229.82,740.78,3.62,29.53,4.83,4.83,126.0525644,227.68,1,259,6,3,268,47
315,8.71,62.91,27.82,28.16,34.71,58.74337623,220.52,880.49,17.02,70.81,55.15,106.34,37.33103745,219.05,18,317,262,70,317,928
50,21.34,21.26,13.87,11.08,9.09,38.02207314,226.37,691.28,28.27,24.89,19.73,16.59,21.98987094,224.96,27,79,54,53,82,107
50,12.84,9,7.97,9.52,1.35,9.739524349,240.02,756.33,18,11.62,10.01,15.49,25.18857759,238.93,9,79,25,18,79,48
50,25.85,40.28,6.57,6.47,33.74,126.6316579,227.74,920.59,30.5,46.98,8.04,7.9,123.9987285,226.06,37,79,209,55,79,274
50,23.32,20.12,18.11,12.27,7.06,27.10891089,228.38,783.28,24.38,21.73,18.33,12.75,27.57053588,227.85,30,79,27,34,79,30
50,32.81,28.02,25.52,17.51,9.52,26.0661506,228.89,668.73,34.93,30.56,26.34,18.74,25.67424643,228.85,44,79,14,51,82,16
50,5.38,2.07,2.07,6.96,4.89,88.10810811,241.66,361.48,10.68,4.65,4.65,12.73,73.35451657,241.13,2,79,3,7,82,10
50,38.09,75.81,2.19,0.6,74.41,189.351145,226.13,987.13,52.52,102.37,3.74,2.29,183.3118081,216.13,73,79,464,147,79,941
50,9.5,16.42,1.58,1.58,14.84,151.5832482,239.85,651.86,16.87,30.14,2.33,2.33,159.8275862,237.23,5,79,14,18,79,53
50,12.53,15.07,6.93,5.13,9.18,66.64209362,230.25,166.24,13.91,17.42,7.64,5.05,73.56360013,230.09,8,79,4,11,82,5
50,82.73,130.24,21.89,27.18,105.11,117.9019575,209.42,934.06,93.89,147.18,22.41,33.92,116.9623114,205.35,321,79,1023,421,79,1304
160,69.75,210.63,135.66,137.77,72.63,30.53960253,204.98,987.32,70.3,229.92,129.37,128.67,41.35584884,203.07,657,187,3515,643,193,3820
160,23.61,56.04,55.69,51.93,3.7,4.808749847,219.99,834.97,25.68,59.62,63.64,54.74,7.741573034,219.03,68,187,339,78,193,400
160,4.58,13.9,6.71,9.6,6.27,38.03376365,240.84,789.58,5.63,16.99,11.15,9.01,37.20053836,239.5,2,187,9,4,193,18
160,62.37,175.82,149.98,107.01,58.61,25.82657517,206.75,608.11,68.71,186.81,156.38,133.65,17.52998909,205.06,439,187,2523,532,187,3156
160,14.98,32.84,40.56,30.41,9.17,17.21414122,224.78,620.61,15.11,34.66,41.23,28.84,18.10369522,225.05,26,187,114,26,193,108
160,20.65,54.22,38.3,50.62,14.22,19.72893671,212.38,1141.39,25.32,67.56,47.05,60.9,19.57723207,210.53,45,187,596,71,187,865
160,14.18,43.37,26.82,28.07,15.95,32.41400366,229.71,171.66,14.95,47.03,27.83,28.74,36.18725869,229.74,26,187,26,28,193,29
50,50.88,97.16,3.94,3.92,93.14,177.5471339,223.15,1124.25,56.13,107.95,3.97,3.93,179.5425119,220.98,130,79,553,163,79,707
50,38.24,21.33,44.12,17.38,24.82,59.79717494,219,394.18,38.26,21.33,44.15,17.38,59.84793628,218.99,87,79,268,87,79,269
50,65.57,39.95,23.32,78.77,49.09,66.36862856,220.73,727.94,70.92,42.48,25.41,85.75,67.4368654,221.36,232,79,371,275,79,405
50,29.04,28.86,21.1,12.92,13.74,38.35877863,223.17,1099.73,29.62,28.43,22.16,13.56,36.58612627,222.05,51,79,139,53,79,149
100,37.48,58.45,53.26,42.93,13.28,16.71624418,228.25,1268.77,57,101.79,67.72,65.77,29.7900374,222.78,121,130,625,310,130,1129
100,10.42,36.78,4.73,3.61,32.59,144.5478723,223.73,1091.99,15.02,52.66,6.71,5.71,142.7473878,221.11,9,130,76,20,130,127
100,27.16,31.29,59.61,26.75,30.72,52.00169996,225.03,1017.85,39.07,43.57,83.13,42.59,47.31525784,223.84,62,130,131,139,130,238
100,26.18,60.85,26.04,26.54,34.37,60.93626025,214.81,918.3,29.98,65.73,32.81,31.36,51.80138568,217.89,53,130,407,79,134,388
50,30.58,31.54,8.58,26.1,20.72,61.12956811,227.6,599.06,30.62,31.7,8.48,26.13,61.63474589,227.45,49,79,63,49,82,66
50,23.41,21.66,14.08,14.94,7.16,28.21625888,224.61,1110.84,27.71,25.61,16.63,17.77,28.02866189,223.81,31,79,67,47,79,98
50,5.85,3.87,5.98,2.82,2.78,41.59431728,230.58,69.29,13.46,9.26,11.32,8.57,16.50085763,230.33,2,79,2,9,74,8
50,5.7,11.01,0.66,0.66,10.35,167.8832117,228.87,343.57,6.94,13.59,0.72,0.72,171.257485,228.55,2,79,10,3,82,14
50,6.36,7.13,4.82,1.81,4.61,60.5377907,230.56,107.98,7.29,7.21,5.43,3.16,40,230.56,2,79,2,3,79,2
50,8.58,13.5,2.54,2.54,10.95,117.9763186,228.97,200.73,13.71,19.81,4.93,4.94,100.2358491,228.23,4,79,12,11,79,24
50,15.31,22.06,8.07,1.44,18.21,109.629395,237.79,607.61,16.86,23.7,9.17,1.9,104.4866264,237.58,11,79,47,13,82,56
50,3.72,7.39,0.34,0.34,7.05,174.7211896,229,455.25,4.8,8.49,0.95,0.95,145.1395573,228.79,1,79,6,1,79,8
50,8.88,7.99,5.26,5.99,2.44,24.58419958,226.18,1374.94,9.72,8.73,6.09,6.23,24.41805226,225.61,4,79,35,5,82,43
100,15.67,28.25,26.51,13.12,14.22,42.01532115,223.25,799.22,17.18,31.26,28.72,14.44,41.78984144,222.88,20,130,116,24,134,135
100,56.51,128.66,60.71,55.55,70,57.59431651,212.6,970.49,61.02,137.74,63.92,62.84,56.2268431,211.67,263,130,1221,310,134,1412
100,22.45,41.31,29.81,26.13,13.68,27.4344473,229.23,198.26,23.13,42.71,29.92,27.56,27.88701467,229.2,33,130,49,35,134,53
100,33.76,54.46,40.32,51.47,12.81,17.29230769,221.12,810.64,38.47,67.93,41.77,56.97,24.81550369,217.84,98,130,444,129,130,737
100,17.16,31.29,21.42,21.62,9.71,26.28817436,224.48,1136.79,20.85,38.02,25.75,26.52,26.32628198,223.48,24,130,124,37,134,186
160,23.54,62.89,50.32,49.95,12.58,15.63495955,226.03,410.19,24.16,64.25,52.81,50.42,15.08836876,225.79,58,187,154,61,193,168
50,78.39,49.4,45.8,74.64,27.13,31.8417334,220.01,725.12,81.54,52.13,49.13,75.39,28.03283329,219.43,309,79,430,332,82,480
50,52.77,57.63,31.95,24.72,29.8,51.25984252,223.73,548.96,60.57,68.44,35.46,27.31,56.48197546,222.75,121,79,168,162,82,227
160,22.45,76.89,48.31,30.42,40.4,48.22644904,225.02,704.27,26.34,89.56,53.25,39.8,47.13323476,224.08,51,187,194,72,187,260
160,13.62,32.68,25.45,36.24,9.42,19.09505139,224.17,797.81,15.58,36.1,31.13,40.73,13.49573916,224.21,21,187,209,27,193,264
160,12.82,43.21,22.78,22.83,20.34,45.94685882,222.53,533.92,19.48,60.25,37.35,37.43,33.85914241,221.05,22,187,134,56,187,229
160,36.16,96.85,79.06,74.81,19.49,15.88624761,194.47,912.03,36.16,96.85,79.06,74.81,15.88624761,194.47,154,187,2371,154,187,2371
400,6.06,30.5,37.46,36.96,6.54,12.79069767,226.57,454.08,9.1,43.29,51.65,62.68,19.29958127,225.69,10,374,78,22,387,159
100,18.43,66.94,4.57,4.55,62.35,164.0283986,229.59,518.36,23.13,80.4,7.54,7.51,152.6977475,227.3,30,130,278,49,130,416
100,71.65,126.02,84.55,100.03,35.95,21.71925306,214.78,1278.82,88.71,147.61,114.56,122.46,15.13142501,211.28,436,130,1052,664,134,1821
160,61.58,132.81,146.87,127.23,15.63,8.281929665,205.92,1034.6,75.8,168.28,186.52,146.29,12.41693109,197.16,462,187,5685,691,193,8569
50,79.29,78.99,60.39,32.41,39.94,43.40182781,204.29,915.21,79.29,78.99,60.39,32.41,43.40182781,204.29,354,79,1162,354,79,1162
100,10.71,12.99,24.3,9.08,13.65,57.21371576,224.59,996.43,21.52,28.59,44.02,20.61,41.66487878,216.08,12,130,89,59,134,301
100,30.15,49.46,37.64,43.49,10.11,13.62278888,224.9,722.76,30.94,47.34,42.48,44.23,5.945542708,224.31,75,130,264,78,134,291
100,37.23,60.72,55.6,44.97,13.84,16.35563271,215.35,955.13,47.61,72.04,74.18,60.11,12.60117288,208.28,121,130,928,205,130,1623
100,11.45,22.59,11.72,15.27,9.6,36.68818072,229.15,458.22,12.2,25.26,13.2,14.4,43.35981839,229.2,11,130,24,12,134,27
100,15.94,24.59,26.17,18.27,7.24,20.59973924,226.64,1024.46,18.55,30.32,28.84,21.21,20.82866741,225.03,23,130,84,34,134,132
100,57.66,106.39,85.29,46.34,51.6,41.59314343,213.83,870.08,57.85,102.53,88.26,48.01,39.68592965,214.05,294,130,1619,296,134,1633
160,34.17,92.67,66.23,78.04,22.57,17.33350215,204.53,902.61,38.43,94.3,84.82,87.36,6.161813269,202.5,130,187,1900,163,193,2565
50,30.12,23.97,15.69,25.58,9.04,27.85101165,221.34,1266.1,62.56,43.77,35.84,55.91,23.76770956,215.83,51,79,153,249,82,723
50,30.2,16.5,25.76,23.13,8.22,24.30035174,222.16,931.65,46.25,25.24,35.85,39.09,24.41605111,217.58,46,79,144,116,79,357
250,26.52,161.33,89.16,36.94,107.83,68.385346,227.48,192.7,27.77,166.07,94.96,39.94,65.53477091,227.27,98,259,173,108,268,189
100,74,131.26,104.58,84.94,40.07,22.75702974,218.62,764.31,89.92,162.06,128.56,99.29,24.69031315,215.61,460,130,1081,682,134,1648
100,34.17,69.93,54.55,23.55,40.83,52.27318787,213.39,908.55,38.14,79.08,59.12,27.07,50.86222545,209.37,107,130,599,141,130,839
100,29.39,54.19,42.24,30.9,20.04,27.67611718,222.42,725.7,41.93,74.04,61.06,46.6,23.05998899,219.87,84,130,380,174,134,789
100,16.55,27.82,19.61,20.84,7.66,22.24989014,238.8,589.55,22.8,37.56,26.63,29.89,19.77040816,235.73,24,130,56,50,130,133
100,40.4,85.91,37.26,51.89,42.33,47.22380898,207.26,1152.01,48.18,103.59,45.8,59.4,48.84333541,202.49,152,130,1386,218,134,1996
100,36.72,69.38,54.55,35.18,29.54,33.6685312,227.06,374.74,40.95,79.87,58.92,38.65,35.03719567,226.31,113,130,161,142,134,211
100,66.64,100.89,86.77,87.42,13.94,10.02980951,232.4,543.59,71.73,111.98,93.1,91.05,13.44342012,232.03,345,130,656,402,134,771
100,24.42,65.85,14.76,25.19,46.63,86.72022684,221.4,802.4,28.67,78.95,15.81,29.48,90.63908564,220.06,49,130,237,68,134,339
100,27.41,46.49,33.94,38.31,11.11,17.45831228,218.67,1339.56,33.4,61.67,40.22,42.81,27.85763649,215.95,61,130,294,92,134,421
160,39.63,174.61,43.31,57.04,124.06,90.51134711,210.92,408.17,42.87,191.87,45.64,59.92,93.52788892,208.91,199,187,1038,234,193,1308
100,24.1,55.89,21.7,26.8,31.86,60.61883322,221.09,591.11,27.81,62.51,24.36,33.61,55.65239044,220.98,53,130,274,71,130,341
100,22.14,47.79,18.15,29.98,25.75,49.46830692,222.74,1078.95,34.34,69.94,34.23,44.61,41.02701976,218.68,46,130,188,124,134,545
100,44.72,85.5,46.11,62.19,33.88,32.35294118,216.5,697.6,47.23,86.5,50.57,67.61,26.78327145,217.68,185,130,607,206,134,650
100,47.5,87.58,72.76,45.49,36.39,33.6977117,216.64,593.6,52.1,95.64,82.82,47.32,37.1246346,214.08,213,130,799,252,134,1082
100,13.23,0.65,53.29,0.65,52.63,192.8558344,226.52,805.67,14.84,0.96,59.33,0.96,190.5959184,224.67,15,130,268,19,130,331
160,63.46,148.01,160.01,132.33,23.63,9.846712842,202.25,978.74,74,175.27,180.15,158.16,7.613224814,196.56,435,187,4293,602,187,5916
250,28.75,150.49,105.89,55.26,82.01,46.80400462,226.54,267.1,29.37,157.3,111.08,50,52.88648784,225.94,118,259,237,123,268,272
50,27.4,23.71,13.03,22.6,10.13,34.12537917,228.37,320.46,29.94,24.66,15.86,24.3,26.5967294,228.44,39,79,40,45,82,45
50,15.04,1.46,26.87,4.25,24.16,147.4217311,220.39,636.45,19.44,4.24,30.45,7.41,116.9833729,220.03,17,79,152,30,82,173
50,43.53,36.08,39.82,18.36,19.83,41.5658816,226.45,314.69,56.86,42.12,53.24,27.79,32.30207065,226.01,108,79,117,186,82,193
50,11.07,7.23,12.63,4.09,7.48,58.2045929,230.68,66.57,11.64,8.41,12.76,4.03,52.02380952,230.62,6,79,2,7,82,2
100,17.53,25.64,18.97,31.3,10.67,25.02964036,228.28,400.29,20.78,32.59,22.35,35.06,25.5,227.91,32,130,36,44,134,48
250,23.89,88.41,82.9,87.54,5.04,3.921189878,220.81,725.1,34.27,125.5,120.09,125.89,3.017659093,220.07,122,259,935,234,268,1426
250,19.6,116.5,71.8,24.06,78.79,66.01054813,207.26,820.33,20.45,114.84,75.86,30.84,58.23779002,206.45,60,259,1225,65,268,1406
250,14.89,46.53,72.69,42.08,28.3,35.19528828,218.41,397.28,16.91,54.13,82.11,46.91,34.4963145,218.33,48,259,549,62,268,610
250,46.62,162.04,198.28,145.24,45.27,17.65962497,207.07,949.4,46.62,162.04,198.28,145.24,17.65962497,207.07,369,259,2439,369,259,2439
50,19.33,20.26,5.14,16.47,13.58,63.171722,226.24,758.6,23.46,22.27,5.56,22.97,67.16535433,223.43,20,79,58,30,79,98
50,42.91,63.08,9.83,15.63,50.53,113.7339056,238.23,264.3,46.94,68.15,11.68,17.02,111.0996386,237.71,90,79,79,110,82,105
100,35.43,48.01,43.68,61.83,16.35,20.82464825,212.05,1313.27,39.1,53.86,39.58,75.97,34.5316097,206.83,118,130,421,145,130,656
