KVA,Load_percent,Ia,Ib,Ic,In,UB_percent,Min_V,Max_dis,Load_peak,Ia_PEAK,Ib_PEAK,Ic_PEAK,UB_PEAK_percent,Min_V_peak,Copper_Loss,Core_Loss,Line_Loss,Copper_Loss_PEAK,Core_Loss_PEAK,Line_Loss_PEAK
50,12.4,15.86,4.84,4.86,10.98,86.15023474,237.16,793.84,27.37,32.74,11.85,11.88,73.9330618,235.15,8,79,31,44,82,74
50,28.45,32.21,10.28,19.13,19.04,56.81596884,225.33,649.36,36.99,39.19,18.62,22.29,46.77902622,224.08,42,79,71,74,79,111
160,54.11,133.95,132.45,108.99,22.89,12.89858547,201.17,955.67,64.55,163.92,149.86,134.17,10.14398928,198.52,414,187,3074,590,193,4300
50,49.24,24.47,50.96,31.21,23.77,43.36084021,225.09,254.27,51.59,23.81,56.97,30.96,52.95328441,224.19,131,79,133,142,82,166
100,13.21,37.37,12.59,7.27,27.82,95.89376201,221.88,631.12,16.27,45.58,15.5,9.39,94.04001703,220.39,14,130,122,21,130,166
100,13.3,55.41,0.63,1.56,54.3,188.59375,208.95,949.92,13.44,55.73,0.83,1.67,187.1200412,210.17,15,130,413,15,134,393
100,21.34,61.86,22.76,7.81,48.27,100.7789679,200.05,1232.42,22.05,64.26,23.68,7.6,101.7793594,200.21,36,130,689,39,134,724
100,20.39,40.91,34.27,8.95,29.11,68.08510638,232.67,811.26,22,45.27,35.06,10.45,65.46596167,230.56,37,130,193,48,134,249
100,22.28,28.19,21.85,46.48,22.05,44.46746788,220.9,765.66,34.58,48.47,39.71,61.63,23.41632735,215.98,46,130,259,127,134,710
250,42.16,218.29,141.69,97.22,104.78,43.23490814,210.91,845.89,42.16,218.29,141.69,97.22,43.23490814,210.91,293,259,2413,293,259,2413
250,21.15,92.03,53.59,72.62,33.06,26.50751466,231.51,853.62,21.51,98.44,53.2,70.27,33.08097878,230.3,78,259,472,83,268,572
50,51.85,38.51,38,35.79,2.47,4.390026714,222.61,739.97,62.67,45.84,44.8,45.11,1.303867403,221.32,139,79,249,226,82,402
50,35.81,31.68,38.41,7.47,27.83,71.10624033,222.21,633.3,51.2,42.51,54.68,13.71,62.91253381,218.76,63,79,202,135,79,412
50,46.26,47.03,30.88,22.29,21.57,40.80838323,225.07,911.12,53.56,55.52,34.31,26.18,43.57382984,222.78,110,79,96,154,79,146
50,45.59,53.41,20.3,25.03,30.81,62.27466073,0.32,940.46,51.05,54.98,25.4,30.19,49.17246993,0.35,111,79,351,139,82,400
50,84.54,59.57,53.7,69.89,13.87,14.47368421,218.01,1031.63,109.9,79.85,76.11,82.19,4.123451606,218,385,79,571,554,79,844
50,7.68,4.52,6.26,5.07,1.53,18.48580442,239.91,618.39,13.33,4.12,10.75,12.62,55.03819571,236.9,4,79,18,12,74,72
50,26.4,46.31,5.42,5.44,40.86,143.0120693,220.82,549.81,29.25,49.78,6.77,6.79,135.7751816,220.49,49,79,151,63,82,177
100,11.66,23.63,8.33,18.54,13.38,50.51485149,222.81,878.62,13.61,30.16,7.38,21.4,62.43637598,222.23,13,130,145,18,130,207
100,60.44,96.84,69.01,96.12,26.13,20.97186701,208.76,1116.12,65.78,103.72,72.59,108.82,23.62431172,201.14,303,130,2263,361,130,2801
100,7.92,13.2,4.19,16.9,11.32,63.34208224,223.56,1019.09,8.83,11.79,6.05,20.41,60.07843137,222.41,5,130,58,6,134,67
100,12.09,13.93,22.94,15.51,8.32,31.3860252,227.9,620.82,15.88,19.69,28.79,20.31,25.55604012,227.4,15,130,34,23,130,46
50,42.59,41,22,29.22,16.55,33.37670787,226.33,489.5,57.42,52.71,31.6,40.06,27.14480984,224.92,97,79,101,175,82,174
50,24.43,19.09,16.31,17.51,2.42,8.24040824,230.44,147.96,24.43,19.09,16.31,17.51,8.24040824,230.44,27,79,8,27,79,8
100,65.69,123.9,58.98,101.86,56.1,37.85909953,202.99,1558.44,73.16,131,71.14,115.02,32.70904275,195.89,353,130,1677,434,130,2197
100,26.07,52.13,30.13,30.68,21.65,38.47175491,223.03,721.52,30.89,57.55,36.03,40.26,28.99731022,219.71,62,130,280,91,130,403
100,42.43,90.29,43.54,50.02,43.31,47.33206418,209.68,977.98,45.5,95.67,46.54,54.95,45.57212416,209,141,130,1262,170,130,1463
100,23.87,77.2,13.62,12.6,63.99,123.9412106,222.36,565.51,23.87,77.2,13.62,12.6,123.9412106,222.36,49,130,265,49,130,265
100,9.04,10.62,12.11,14.57,3.45,17.1849866,241.93,434.34,12.81,16.79,18.04,18.02,4.692526017,241.96,7,130,5,14,134,8
100,5.69,22.26,0.61,0.61,21.65,184.4122658,238.69,719.78,7.93,31.71,0.49,0.49,191.006424,236.91,3,130,17,6,134,34
50,53.06,42.21,41.56,25.68,16.07,29.61169484,235.28,517.77,58.31,45.83,45.71,28.76,28.27930175,235.05,147,79,240,176,82,282
100,42.56,78.01,47.75,58.63,26.34,26.92119963,223.04,950.38,50.26,87.49,59.27,71.03,20.51517517,220.29,183,130,417,258,130,655
250,17.07,83.14,41.2,60.55,35.96,34.90183352,216.85,1064.74,27.11,133.84,68.72,91.19,36.68765957,204.56,52,259,645,136,259,1743
250,38.17,170.51,118.71,124.63,47.6,23.60275462,198.18,630.66,42.43,189.91,127.67,142.47,23.84088686,196.73,245,259,2890,298,268,3303
